288 382
288 311
288 343
288 91
288 91
285 845
285 250
285 216
285 436
285 400
14 50
14 49
14 37
14 31
14 31
156 238
156 148
156 63
156 256
156 219
178 289
178 328
178 152
178 268
178 219
201 575
201 202
201 107
201 268
201 292
196 47
196 155
196 47
196 47
196 27
162 213
162 55
162 65
162 215
162 199
97 166
97 136
97 198
97 27
97 28
71 159
71 99
71 81
71 149
71 119
293 358
293 624
293 396
293 395
293 31
289 499
289 302
289 226
289 511
289 395
6 15
6 7
6 15
6 7
6 7
143 384
143 177
143 251
143 211
143 172
32 76
32 101
32 65
32 52
32 43
223 293
223 408
223 338
223 303
223 279
12 52
12 58
12 63
12 31
12 19
189 240
189 193
189 171
189 244
189 220
154 91
154 296
154 124
154 224
154 15
76 121
76 153
76 121
76 133
76 99
111 35
111 129
111 83
111 177
111 139
288 540
288 563
288 249
288 532
288 416
232 366
232 332
232 71
232 359
232 340
248 343
248 257
248 146
248 313
248 275
275 356
275 283
275 107
275 343
275 320
28 15
28 51
28 27
28 52
28 39
187 613
187 466
187 627
187 346
187 263
93 215
93 43
93 124
93 164
93 131
11 33
11 41
11 19
11 31
11 27
3 7
3 12
3 3
3 7
3 7
94 124
94 170
94 87
94 127
94 107
22 57
22 81
22 59
22 23
22 23
30 52
30 61
30 40
30 35
30 43
2 3
2 7
2 3
2 3
2 3
32 60
32 39
32 43
32 35
32 47
224 60
224 215
224 103
224 362
224 311
169 202
169 212
169 238
169 233
169 35
184 59
184 243
184 80
184 23
184 23
274 304
274 51
274 75
274 357
274 323
57 148
57 63
57 40
57 96
57 71
297 370
297 516
297 127
297 435
297 363
83 111
83 117
83 51
83 142
83 111
165 268
165 179
165 124
165 211
165 220
12 36
12 36
12 32
12 27
12 23
258 537
258 483
258 443
258 414
258 415
97 228
97 207
97 185
97 175
97 184
158 271
158 241
158 254
158 231
158 215
188 258
188 67
188 87
188 326
188 263
140 257
140 198
140 96
140 191
140 175
279 155
279 237
279 257
279 47
279 43
278 383
278 163
278 398
278 71
278 47
49 156
49 93
49 92
49 75
49 81
49 60
49 35
49 51
49 80
49 27
52 60
52 59
52 47
52 55
52 44
155 267
155 329
155 137
155 244
155 203
54 188
54 111
54 83
54 103
54 95
142 71
142 329
142 63
142 224
142 183
299 371
299 544
299 107
299 448
299 359
64 139
64 115
64 144
64 88
64 75
280 84
280 231
280 99
280 47
280 39
235 63
235 187
235 117
235 39
235 39
89 40
89 123
89 71
89 31
89 27
142 226
142 176
142 173
142 237
142 216
67 126
67 80
67 108
67 133
67 103
172 316
172 19
172 55
172 323
172 292
189 270
189 324
189 200
189 272
189 239
118 163
118 300
118 180
118 210
118 19
281 730
281 471
281 418
281 399
281 352
73 134
73 192
73 130
73 116
73 111
95 278
95 163
95 27
95 165
95 151
269 47
269 169
269 115
269 31
269 31
32 31
32 35
32 27
32 19
32 11
228 268
228 174
228 99
228 275
228 247
26 61
26 43
26 54
26 49
26 39
118 278
118 128
118 79
118 163
118 148
204 115
204 214
204 192
204 55
204 39
31 55
31 43
31 43
31 65
31 52
33 88
33 89
33 79
33 88
33 67
179 154
179 91
179 148
179 235
179 63
95 182
95 27
95 76
95 171
95 169
96 245
96 265
96 218
96 209
96 195
177 39
177 35
177 59
177 273
177 31
169 256
169 215
169 215
169 273
169 259
10 23
10 27
10 32
10 15
10 11
242 358
242 245
242 356
242 406
242 55
227 52
227 67
227 87
227 320
227 43
235 63
235 111
235 125
235 52
235 31
4 24
4 20
4 24
4 11
4 20
158 374
158 406
158 350
158 272
158 240
32 56
32 53
32 40
32 55
32 59
39 151
39 118
39 135
39 84
39 79
227 67
227 59
227 109
227 334
227 31
241 380
241 272
241 99
241 376
241 355
137 300
137 169
137 282
137 157
137 152
158 414
158 204
158 63
158 237
158 219
32 92
32 78
32 55
32 68
32 68
76 134
76 117
76 59
76 91
76 76
206 128
206 328
206 164
206 284
206 31
30 102
30 100
30 103
30 43
30 35
294 425
294 140
294 148
294 441
294 388
68 23
68 127
68 36
68 100
68 91
231 397
231 308
231 275
231 361
231 376
292 379
292 539
292 143
292 431
292 368
175 385
175 411
175 319
175 307
175 255
297 394
297 370
297 398
297 55
297 59
177 307
177 324
177 261
177 260
177 239
40 101
40 59
40 51
40 73
40 51
244 71
244 260
244 115
244 47
244 48
25 78
25 53
25 74
25 44
25 35
80 226
80 159
80 109
80 119
80 119
77 162
77 109
77 72
77 163
77 123
236 683
236 585
236 558
236 402
236 383
56 140
56 107
56 86
56 67
56 60
250 340
250 334
250 113
250 398
250 355
160 202
160 139
160 191
160 250
160 51
133 370
133 124
133 88
133 191
133 197
293 464
293 452
293 242
293 382
293 339
40 115
40 89
40 88
40 63
40 52
199 116
199 236
199 120
199 319
199 79
179 291
179 136
179 63
179 267
179 267
19 63
19 49
19 62
19 43
19 43
176 461
176 448
176 396
176 271
176 233
101 266
101 200
101 95
101 173
101 144
34 76
34 71
34 69
34 48
34 35
208 298
208 152
208 299
208 296
208 39
33 99
33 75
33 95
33 69
33 51
225 492
225 232
225 287
225 315
225 259
258 395
258 212
258 75
258 407
258 376
238 59
238 203
238 99
238 56
238 35
133 298
133 157
133 162
133 193
133 179
162 274
162 258
162 266
162 23
162 43
83 149
83 35
83 67
83 112
83 108
290 398
290 497
290 96
290 438
290 376
243 383
243 312
243 333
243 397
243 375
37 77
37 80
37 94
37 40
37 47
143 15
143 88
143 67
143 225
143 3
183 324
183 326
183 247
183 302
183 251
191 237
191 227
191 249
191 252
191 239
43 164
43 106
43 146
43 99
43 83
66 200
66 123
66 148
66 133
66 135
196 51
196 148
196 103
196 316
196 35
191 291
191 398
191 320
191 273
191 223
176 246
176 116
176 87
176 35
176 43
147 289
147 281
147 239
147 245
147 228
138 167
138 104
138 71
138 175
138 160
299 379
299 411
299 362
299 75
299 75
20 61
20 65
20 39
20 40
20 31
224 51
224 175
224 105
224 27
224 27
105 15
105 140
105 35
105 107
105 15
271 156
271 226
271 226
271 81
271 55
268 71
268 358
268 107
268 67
268 43
77 186
77 173
77 192
77 80
77 71
193 504
193 233
193 244
193 357
193 291
216 333
216 555
216 355
216 79
216 47
137 197
137 304
